Event_Date,Event_Type,Event_Pair,Event_ZScore,Price_T0,Price_T1,Price_Change,Price_Change_Pct,Volatility,Days_Forward
2011-02-25,Ratio Deviation,South Central/Total Lower 48,2.298838817677754,4.005,4.403,0.3979999999999997,9.93757802746566,0.1864465836947101,28
2011-03-04,Ratio Deviation,South Central/Total Lower 48,3.0328171177579977,3.809,4.362,0.5529999999999999,14.51824625886059,0.21339525143107876,28
2011-03-04,Ratio Deviation,East/Total Lower 48,-2.0845140929255104,3.809,4.362,0.5529999999999999,14.51824625886059,0.21339525143107876,28
2011-03-11,Ratio Deviation,South Central/Total Lower 48,3.31860045175652,3.889,4.041,0.15200000000000058,3.908459758292635,0.16637686709624594,28
2011-03-11,Ratio Deviation,East/Total Lower 48,-2.3856697282014103,3.889,4.041,0.15200000000000058,3.908459758292635,0.16637686709624594,28
2011-03-18,Ratio Deviation,South Central/Total Lower 48,3.4073409077411325,4.168,4.204,0.03599999999999959,0.8637236084452876,0.11110773407566443,28
2011-03-18,Ratio Deviation,East/Total Lower 48,-2.6439090482438963,4.168,4.204,0.03599999999999959,0.8637236084452876,0.11110773407566443,28
2011-03-25,Ratio Deviation,East/Total Lower 48,-2.652494932097816,4.403,4.389,-0.013999999999999346,-0.31796502384736197,0.12157051647579059,31
2011-03-25,Ratio Deviation,South Central/Total Lower 48,3.5402489044544367,4.403,4.389,-0.013999999999999346,-0.31796502384736197,0.12157051647579059,31
2011-04-01,Ratio Deviation,East/Total Lower 48,-3.1405344414150345,4.362,4.698,0.3360000000000003,7.702888583218713,0.17106516917614514,28
2011-04-01,Ratio Deviation,East/Midwest,-2.2192041347653815,4.362,4.698,0.3360000000000003,7.702888583218713,0.17106516917614514,28
2011-04-01,Ratio Deviation,South Central/Total Lower 48,3.664621307571589,4.362,4.698,0.3360000000000003,7.702888583218713,0.17106516917614514,28
2011-04-08,Ratio Deviation,East/Midwest,-2.0158872953494726,4.041,4.235,0.19399999999999995,4.800791883197227,0.20821006598852843,28
2011-04-08,Ratio Deviation,South Central/Total Lower 48,3.4441203689672713,4.041,4.235,0.19399999999999995,4.800791883197227,0.20821006598852843,28
2011-04-08,Ratio Deviation,East/Total Lower 48,-2.9251398121878327,4.041,4.235,0.19399999999999995,4.800791883197227,0.20821006598852843,28
2011-04-15,Ratio Deviation,East/Total Lower 48,-2.542564343186204,4.204,4.246,0.0420000000000007,0.9990485252140986,0.1858946716486742,28
2011-04-15,Ratio Deviation,South Central/Total Lower 48,3.0654129110488966,4.204,4.246,0.0420000000000007,0.9990485252140986,0.1858946716486742,28
2011-04-22,Ratio Deviation,South Central/Total Lower 48,2.832868360989946,4.389,4.346,-0.04300000000000015,-0.9797220323536147,0.1885512940188702,28
2011-04-22,Ratio Deviation,East/Total Lower 48,-2.1875810742103323,4.389,4.346,-0.04300000000000015,-0.9797220323536147,0.1885512940188702,28
2011-04-29,Ratio Deviation,South Central/Total Lower 48,2.524701142648294,4.698,4.518,-0.1800000000000006,-3.831417624521085,0.18514165747700675,28
2011-05-06,Ratio Deviation,South Central/Total Lower 48,2.2898521744749774,4.235,4.707,0.47199999999999953,11.14521841794568,0.2039626900866145,28
2011-05-13,Ratio Deviation,South Central/Total Lower 48,2.0039089295923596,4.246,4.757,0.5109999999999992,12.034856335374451,0.25412618084226124,28
2011-05-20,Ratio Deviation,Salt/Non Salt,2.0022175274234075,4.23,4.325,0.09499999999999975,2.24586288416075,0.19793254433079763,28
2011-06-24,Correlation Break,Total Lower 48_vs_Mountain,-3.300232510294282,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,East_vs_Mountain,-6.858208879842337,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Total Lower 48_vs_Non Salt,-2.881224425977308,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Total Lower 48_vs_South Central,-3.131908909674372,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,South Central_vs_Non Salt,-2.1798558406193664,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Midwest_vs_South Central,-3.6269128691835038,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Mountain_vs_Salt,-2.296245785717174,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Mountain_vs_South Central,-3.203828670981919,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Mountain_vs_Non Salt,-3.054188103080589,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-06-24,Correlation Break,Midwest_vs_Non Salt,-3.9920859151922,4.229,4.399,0.16999999999999993,4.019862851737998,0.1164078469954035,28
2011-07-01,Correlation Break,Total Lower 48_vs_Mountain,-4.325012495936556,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Midwest_vs_South Central,-4.17556538636927,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Total Lower 48_vs_Midwest,-2.7213990025500605,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Total Lower 48_vs_Non Salt,-3.5026999944629598,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Mountain_vs_Salt,-2.4435596648048463,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Mountain_vs_Non Salt,-3.8959522547952434,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Total Lower 48_vs_South Central,-3.498464901601926,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Mountain_vs_South Central,-3.8568427846885163,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,East_vs_Mountain,-6.771888327232575,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-01,Correlation Break,Midwest_vs_Non Salt,-4.759306900309496,4.311,4.145,-0.16600000000000037,-3.850614706564611,0.12303438757646504,28
2011-07-08,Correlation Break,Total Lower 48_vs_Midwest,-3.3760772003559625,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Mountain_vs_South Central,-4.141300663102087,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Total Lower 48_vs_Mountain,-4.826638108757882,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,East_vs_Mountain,-6.175487167529521,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,East_vs_Midwest,-2.104008474594658,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Total Lower 48_vs_Non Salt,-3.727869821588724,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Mountain_vs_Non Salt,-4.302514112642412,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Total Lower 48_vs_South Central,-3.57069984069791,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Mountain_vs_Salt,-2.6061391408633408,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Midwest_vs_South Central,-4.328815430565756,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-08,Correlation Break,Midwest_vs_Non Salt,-4.9316337160522075,4.205,3.941,-0.26400000000000023,-6.278240190249708,0.1789883608878895,28
2011-07-15,Correlation Break,Total Lower 48_vs_South Central,-2.897369367402658,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,East_vs_Mountain,-4.819821009380161,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Mountain_vs_Non Salt,-3.8211289525607057,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Total Lower 48_vs_Mountain,-4.296281319001539,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Midwest_vs_South Central,-3.5576673797659475,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Total Lower 48_vs_Midwest,-3.076958870194873,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Mountain_vs_Salt,-2.285709747553795,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Midwest_vs_Non Salt,-4.043218898157063,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Mountain_vs_South Central,-3.6097072085777984,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-15,Correlation Break,Total Lower 48_vs_Non Salt,-3.1458880185056475,4.546,4.06,-0.48600000000000065,-10.690717113946341,0.21485015819447403,28
2011-07-22,Correlation Break,Mountain_vs_Non Salt,-3.0042565149969915,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Midwest_vs_South Central,-2.7210749300074744,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Midwest_vs_Non Salt,-2.956801681677416,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Total Lower 48_vs_South Central,-2.2647896244615615,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Mountain_vs_South Central,-2.900779157048797,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Total Lower 48_vs_Midwest,-2.3222525992579013,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Total Lower 48_vs_Mountain,-3.374393011503212,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,East_vs_Mountain,-3.4994829514309567,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-22,Correlation Break,Total Lower 48_vs_Non Salt,-2.354508074037474,4.399,3.94,-0.4590000000000001,-10.434189588542853,0.170492954749009,28
2011-07-29,Correlation Break,Total Lower 48_vs_Mountain,-2.5299120631088736,4.145,3.931,-0.21399999999999952,-5.162846803377552,0.09159291405322736,28
2011-07-29,Correlation Break,Midwest_vs_Non Salt,-2.030900505942237,4.145,3.931,-0.21399999999999952,-5.162846803377552,0.09159291405322736,28
2011-07-29,Correlation Break,Mountain_vs_Non Salt,-2.239245186105665,4.145,3.931,-0.21399999999999952,-5.162846803377552,0.09159291405322736,28
2011-07-29,Correlation Break,Mountain_vs_South Central,-2.2384722555517937,4.145,3.931,-0.21399999999999952,-5.162846803377552,0.09159291405322736,28
2011-07-29,Correlation Break,Midwest_vs_South Central,-2.009635337906299,4.145,3.931,-0.21399999999999952,-5.162846803377552,0.09159291405322736,28
2011-07-29,Correlation Break,East_vs_Mountain,-2.4517522996145336,4.145,3.931,-0.21399999999999952,-5.162846803377552,0.09159291405322736,28
2011-08-19,Correlation Break,South Central_vs_Non Salt,-2.0113820804275457,3.94,3.809,-0.13099999999999978,-3.324873096446695,0.06518750283847193,28
2011-08-26,Correlation Break,South Central_vs_Non Salt,-2.480012566297397,3.931,3.701,-0.22999999999999998,-5.850928516916815,0.1061880159756368,28
2011-09-02,Correlation Break,Midwest_vs_Salt,-2.3032258285548113,3.872,3.666,-0.20599999999999996,-5.320247933884296,0.10513500093238515,28
2011-09-02,Correlation Break,South Central_vs_Salt,-2.1962156789957197,3.872,3.666,-0.20599999999999996,-5.320247933884296,0.10513500093238515,28
2011-09-02,Correlation Break,Total Lower 48_vs_Salt,-2.730561589551261,3.872,3.666,-0.20599999999999996,-5.320247933884296,0.10513500093238515,28
2011-09-02,Correlation Break,Salt_vs_Non Salt,-2.5424306254154083,3.872,3.666,-0.20599999999999996,-5.320247933884296,0.10513500093238515,28
2011-09-02,Correlation Break,East_vs_Salt,-2.152534329206535,3.872,3.666,-0.20599999999999996,-5.320247933884296,0.10513500093238515,28
2011-09-02,Correlation Break,South Central_vs_Non Salt,-2.9716495883946803,3.872,3.666,-0.20599999999999996,-5.320247933884296,0.10513500093238515,28
2011-09-09,Correlation Break,Salt_vs_Non Salt,-3.530795948345745,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-09,Correlation Break,South Central_vs_Salt,-3.2535061654512702,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-09,Correlation Break,East_vs_Salt,-2.821666449875464,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-09,Correlation Break,Midwest_vs_Salt,-2.8695312181020705,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-09,Correlation Break,Mountain_vs_Salt,-2.2623685822311437,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-09,Correlation Break,Total Lower 48_vs_Salt,-3.4935863850035895,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-09,Correlation Break,South Central_vs_Non Salt,-3.35833802115893,3.915,3.481,-0.43400000000000016,-11.08556832694764,0.13880242896186754,28
2011-09-16,Correlation Break,Total Lower 48_vs_Salt,-3.916636605217939,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,Mountain_vs_Salt,-2.543583966114241,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,East_vs_Salt,-3.258731253794441,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,Midwest_vs_Salt,-3.197523098210998,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,Salt_vs_Non Salt,-4.213522451443191,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,Pacific_vs_Salt,-2.239410702531022,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,South Central_vs_Non Salt,-3.544019799143128,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-16,Correlation Break,South Central_vs_Salt,-4.0738700302433095,3.809,3.703,-0.10600000000000032,-2.782882646363883,0.11069851807843642,28
2011-09-23,Correlation Break,Salt_vs_Non Salt,-4.288997243730453,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,Pacific_vs_Salt,-2.4410138462438646,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,South Central_vs_Non Salt,-3.4650081028130035,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,East_vs_Salt,-3.3015670659739653,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,Total Lower 48_vs_Salt,-3.85798083054192,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,Midwest_vs_Salt,-3.1577045913976645,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,Mountain_vs_Salt,-2.5637952869007505,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-23,Correlation Break,South Central_vs_Salt,-4.2591571265563815,3.701,3.629,-0.07200000000000006,-1.9454201567144032,0.09468031424093346,28
2011-09-30,Correlation Break,South Central_vs_Non Salt,-3.5575798410407224,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,Total Lower 48_vs_Salt,-3.6989229127624346,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,South Central_vs_Salt,-4.195869376084786,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,Salt_vs_Non Salt,-4.192756339336278,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,Mountain_vs_Salt,-2.4936538853023107,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,East_vs_Salt,-3.261223255395244,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,Midwest_vs_Salt,-3.0439225122486877,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-09-30,Correlation Break,Pacific_vs_Salt,-2.5309261534716776,3.666,3.923,0.2570000000000001,7.0103655210038225,0.09365554924702492,28
2011-10-07,Correlation Break,Mountain_vs_Salt,-2.1476107077569497,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,South Central_vs_Salt,-3.518481099776908,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,East_vs_Salt,-2.869301903419167,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,South Central_vs_Non Salt,-3.6112738282806442,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,Midwest_vs_Salt,-2.598776191886097,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,Salt_vs_Non Salt,-3.5953270315815686,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,Total Lower 48_vs_Salt,-3.164498279547508,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-07,Correlation Break,Pacific_vs_Salt,-2.3477376791227087,3.481,3.783,0.30200000000000005,8.67566791151968,0.1298956907529672,28
2011-10-14,Correlation Break,Total Lower 48_vs_Salt,-2.530874993428719,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-14,Correlation Break,South Central_vs_Salt,-2.6667302090342764,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-14,Correlation Break,Midwest_vs_Salt,-2.032932266739959,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-14,Correlation Break,Pacific_vs_Salt,-2.045346119315573,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-14,Correlation Break,Salt_vs_Non Salt,-2.8771571760757335,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-14,Correlation Break,East_vs_Salt,-2.3583543935765623,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-14,Correlation Break,South Central_vs_Non Salt,-3.816711682676676,3.703,3.584,-0.11899999999999977,-3.213610586011336,0.1100756882461207,28
2011-10-21,Correlation Break,Salt_vs_Non Salt,-2.137470625978892,3.629,3.316,-0.31300000000000017,-8.624965555249386,0.17389850625060152,28
2011-10-21,Correlation Break,South Central_vs_Non Salt,-4.151432818665178,3.629,3.316,-0.31300000000000017,-8.624965555249386,0.17389850625060152,28
2011-10-28,Correlation Break,South Central_vs_Non Salt,-4.1051544869691,3.923,3.542,-0.3810000000000002,-9.711955136375229,0.19331727398515802,28
2011-10-28,Ratio Deviation,Salt/Non Salt,2.0299450994070463,3.923,3.542,-0.3810000000000002,-9.711955136375229,0.19331727398515802,28
2011-11-04,Correlation Break,South Central_vs_Non Salt,-3.7083916191909383,3.783,3.584,-0.19899999999999984,-5.2603753634681425,0.14074486061477945,28
2011-11-04,Ratio Deviation,Salt/Non Salt,2.241163052030179,3.783,3.584,-0.19899999999999984,-5.2603753634681425,0.14074486061477945,28
2011-11-11,Correlation Break,South Central_vs_Non Salt,-3.3020288442186287,3.584,3.317,-0.2669999999999999,-7.449776785714284,0.09952682790928391,28
2011-11-11,Ratio Deviation,Salt/Non Salt,2.540205470264453,3.584,3.317,-0.2669999999999999,-7.449776785714284,0.09952682790928391,28
2011-11-18,Ratio Deviation,Salt/Non Salt,2.626250375045295,3.316,3.127,-0.18900000000000006,-5.699638118214718,0.15911673139719257,28
2011-11-18,Correlation Break,South Central_vs_Non Salt,-2.67179821875668,3.316,3.127,-0.18900000000000006,-5.699638118214718,0.15911673139719257,28
2011-11-25,Ratio Deviation,Salt/Non Salt,2.7416264114520428,3.542,3.114,-0.42799999999999994,-12.083568605307734,0.1929840235183559,28
2011-11-25,Correlation Break,South Central_vs_Non Salt,-2.1223251302599575,3.542,3.114,-0.42799999999999994,-12.083568605307734,0.1929840235183559,28
2011-12-02,Ratio Deviation,Salt/Non Salt,2.88347355050586,3.584,2.989,-0.5950000000000002,-16.601562500000007,0.17148564463473165,28
2011-12-09,Ratio Deviation,Salt/Non Salt,2.806348448849131,3.317,3.062,-0.25500000000000034,-7.687669580946649,0.09233890666566574,28
2011-12-16,Ratio Deviation,Salt/Non Salt,2.748861418715567,3.127,2.67,-0.45699999999999985,-14.614646626159256,0.14794753693188178,28
2011-12-23,Ratio Deviation,Salt/Non Salt,2.762337040886319,3.114,2.343,-0.7709999999999999,-24.759152215799613,0.27559934094991256,28
2011-12-30,Ratio Deviation,Salt/Non Salt,2.9020471434244506,2.989,2.678,-0.31099999999999994,-10.404817664770825,0.24782899452306983,28
2012-01-06,Correlation Break,South Central_vs_Non Salt,-2.067393607589208,3.062,2.499,-0.5629999999999997,-18.386675375571514,0.20703137316282333,28
2012-01-06,Ratio Deviation,Salt/Non Salt,2.7330149859649233,3.062,2.499,-0.5629999999999997,-18.386675375571514,0.20703137316282333,28
2012-01-13,Correlation Break,South Central_vs_Non Salt,-2.935133993509917,2.67,2.477,-0.19300000000000006,-7.228464419475658,0.11320473999746977,28
2012-01-13,Ratio Deviation,Salt/Non Salt,2.82348532493824,2.67,2.477,-0.19300000000000006,-7.228464419475658,0.11320473999746977,28
2012-01-20,Correlation Break,South Central_vs_Non Salt,-3.9975641143831937,2.343,2.684,0.3410000000000002,14.553990610328645,0.10544301101271993,28
2012-01-20,Ratio Deviation,Salt/Non Salt,2.506516591621342,2.343,2.684,0.3410000000000002,14.553990610328645,0.10544301101271993,28
2012-01-27,Correlation Break,South Central_vs_Non Salt,-5.003327751951293,2.678,2.55,-0.1280000000000001,-4.7796863330843955,0.0944677054258282,28
2012-01-27,Ratio Deviation,Salt/Non Salt,2.39615059406496,2.678,2.55,-0.1280000000000001,-4.7796863330843955,0.0944677054258282,28
2012-02-03,Correlation Break,South Central_vs_Non Salt,-5.755198896717701,2.499,2.484,-0.015000000000000124,-0.6002400960384203,0.07765680232515643,28
2012-02-03,Ratio Deviation,Salt/Non Salt,2.2811138369737747,2.499,2.484,-0.015000000000000124,-0.6002400960384203,0.07765680232515643,28
2012-02-03,Correlation Break,East_vs_South Central,-2.8081902313537204,2.499,2.484,-0.015000000000000124,-0.6002400960384203,0.07765680232515643,28
2012-02-03,Correlation Break,Total Lower 48_vs_East,-2.639106638251211,2.499,2.484,-0.015000000000000124,-0.6002400960384203,0.07765680232515643,28
2012-02-10,Correlation Break,South Central_vs_Non Salt,-6.05393771257793,2.477,2.324,-0.15300000000000002,-6.176826806620913,0.12168132451959139,28
2012-02-10,Correlation Break,Total Lower 48_vs_East,-2.6863098730517794,2.477,2.324,-0.15300000000000002,-6.176826806620913,0.12168132451959139,28
2012-02-10,Ratio Deviation,Salt/Non Salt,2.1801166804143457,2.477,2.324,-0.15300000000000002,-6.176826806620913,0.12168132451959139,28
2012-02-10,Correlation Break,East_vs_South Central,-3.3610092952547865,2.477,2.324,-0.15300000000000002,-6.176826806620913,0.12168132451959139,28
2012-02-10,Correlation Break,Total Lower 48_vs_South Central,-2.5461397554393113,2.477,2.324,-0.15300000000000002,-6.176826806620913,0.12168132451959139,28
2012-02-17,Correlation Break,Total Lower 48_vs_South Central,-2.554908183819067,2.684,2.326,-0.3580000000000001,-13.338301043219078,0.14635281810891468,28
2012-02-17,Correlation Break,Total Lower 48_vs_East,-2.002622263806056,2.684,2.326,-0.3580000000000001,-13.338301043219078,0.14635281810891468,28
2012-02-17,Correlation Break,South Central_vs_Non Salt,-5.296775067462565,2.684,2.326,-0.3580000000000001,-13.338301043219078,0.14635281810891468,28
2012-02-17,Correlation Break,East_vs_South Central,-2.974706191115559,2.684,2.326,-0.3580000000000001,-13.338301043219078,0.14635281810891468,28
2012-02-24,Correlation Break,South Central_vs_Non Salt,-4.329788578620494,2.55,2.275,-0.2749999999999999,-10.784313725490193,0.10320084440407594,28
2012-02-24,Correlation Break,Total Lower 48_vs_South Central,-2.144656832916445,2.55,2.275,-0.2749999999999999,-10.784313725490193,0.10320084440407594,28
2012-02-24,Correlation Break,East_vs_South Central,-2.2386772257212066,2.55,2.275,-0.2749999999999999,-10.784313725490193,0.10320084440407594,28
2012-03-02,Correlation Break,South Central_vs_Non Salt,-3.346772977780827,2.484,2.126,-0.3580000000000001,-14.412238325281807,0.08012707169894341,28
2012-03-09,Ratio Deviation,Salt/Non Salt,2.137764206761148,2.324,2.107,-0.21699999999999964,-9.337349397590348,0.08525641995097577,31
2012-03-09,Correlation Break,South Central_vs_Non Salt,-2.3835049201041825,2.324,2.107,-0.21699999999999964,-9.337349397590348,0.08525641995097577,31
2012-03-16,Ratio Deviation,Salt/Non Salt,2.260794455043183,2.326,1.981,-0.345,-14.832330180567496,0.12247125334027097,28
2012-03-23,Ratio Deviation,Salt/Non Salt,2.5120710994825046,2.275,1.927,-0.34799999999999986,-15.29670329670329,0.11183018140772286,28
2012-03-30,Ratio Deviation,Salt/Non Salt,2.67306587812558,2.126,2.186,0.06000000000000005,2.8222013170272837,0.08672149918591483,28
2012-04-06,Ratio Deviation,Salt/Non Salt,2.558375844888726,2.107,2.336,0.22899999999999965,10.868533459895568,0.15446650122275699,28
2012-04-13,Ratio Deviation,Salt/Non Salt,2.4696606198025117,1.981,2.509,0.5279999999999998,26.65320545179201,0.20696476580740564,28
2012-04-20,Ratio Deviation,Salt/Non Salt,2.2272436641587863,1.927,2.742,0.815,42.29372080954852,0.22589154582717447,28
2012-04-27,Ratio Deviation,Salt/Non Salt,2.0153018425800138,2.186,2.568,0.3820000000000001,17.474839890210436,0.1659222422588077,28
2012-05-18,Ratio Deviation,Salt/Non Salt,2.000862641412746,2.742,2.467,-0.2749999999999999,-10.029175784099193,0.17151101698540652,28
2012-06-29,Correlation Break,East_vs_Midwest,-2.704206941890093,2.824,3.01,0.18599999999999994,6.5864022662889505,0.12990782157077052,28
2012-07-06,Correlation Break,East_vs_Midwest,-3.191013250740955,2.776,2.877,0.10099999999999998,3.6383285302593653,0.15316318717225066,28
2012-07-13,Correlation Break,East_vs_Midwest,-3.0763272224707117,2.874,2.77,-0.10400000000000009,-3.6186499652052917,0.13769766744229048,28
2012-07-20,Correlation Break,East_vs_Midwest,-2.06538923135731,3.081,2.719,-0.3620000000000001,-11.749432002596564,0.16932736678652133,28
